longitude,latitude,objectid,inckey,coldetkey,reportno,status,addrtype,intkey,location,exceptrsncode,exceptrsndesc,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,sdotcolnum,speeding,st_colcode,st_coldesc,seglanekey,crosswalkkey,hitparkedcar,seriousinjuries
-122.325514174552,47.6140885079959,196677,266997,267777,E761238,Matched,Intersection,29875.0,SUMMIT AVE AND E PIKE ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-01-09 00:00:00+00,1/9/2018 8:51:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Raining,Wet,Daylight,True,,,0.0,Vehicle going straight hits pedestrian,0,523834,False,0
-122.386770450557,47.5674653679898,196679,265202,265982,3744485,Matched,Block,,CALIFORNIA AVE SW BETWEEN SW ANDOVER ST AND SW DAKOTA ST, ,,1,Property Damage Only Collision,Rear Ended,4,0,0,3,0,0,2018-01-09 00:00:00+00,1/9/2018 8:40:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Overcast,Wet,Daylight,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.339911558597,47.6613857197168,196681,265618,266418,3754101,Matched,Block,,N 45TH ST BETWEEN INTERLAKE AVE N AND WOODLAWN W AVE N, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,2018-01-13 00:00:00+00,1/13/2018 11:10:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Overcast,Dry,Daylight,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.341698680425,47.6245483573043,196682,265617,266417,3753925,Matched,Block,,MERCER ST BETWEEN DEXTER AVE N AND 8TH AVE N, ,,1,Property Damage Only Collision,Other,3,0,0,2,0,0,2018-01-12 00:00:00+00,1/12/2018 5:52:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Unknown,Unknown,Dark - Street Lights On,,,,23.0,From same direction - all others,0,0,False,0
-122.35551591552,47.7141587830641,196685,265199,265979,E758174,Matched,Intersection,36379.0,GREENWOOD AVE N AND N 117TH ST, ,,2,Injury Collision,Left Turn,2,0,0,2,1,0,2018-01-12 00:00:00+00,1/12/2018 12:41:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Dry,Daylight,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.330999410225,47.6182737631016,196690,264517,265297,E756241,Matched,Intersection,29173.0,STEWART ST AND YALE AVE, ,,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,2018-01-05 00:00:00+00,1/5/2018 2:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.297870555649,47.5944357884775,196693,264477,265257,E756226,Matched,Block,,M L KING JR WAY S BETWEEN S DEARBORN ST AND S NORMAN ST, ,,2,Injury Collision,Rear Ended,3,0,0,3,1,0,2018-01-07 00:00:00+00,1/7/2018 1:57:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Overcast,Wet,Daylight,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.35250654042,47.6169183390817,196695,267681,268461,3764517,Matched,Intersection,29665.0,1ST AVE AND BROAD ST, ,,2,Injury Collision,Left Turn,4,0,0,3,3,0,2018-01-24 00:00:00+00,1/24/2018 8:55:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Overcast,Dry,Dark - Street Lights On,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.303735713533,47.6039171278172,196696,264475,265255,E756225,Matched,Block,,22ND AVE BETWEEN E SPRUCE ST AND E ALDER ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-06 00:00:00+00,1/6/2018 1:57:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,32.0,One parked--one moving,0,0,True,0
-122.269997478461,47.5214107872866,196742,267697,268477,3818563,Matched,Intersection,35449.0,RAINIER AVE S AND S FISHER PL, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-01-22 00:00:00+00,1/22/2018 6:20:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Overcast,Dry,Dark - Street Lights On,,,,0.0,Vehicle going straight hits pedestrian,0,0,False,0
-122.31499411786,47.596655587636,196749,263738,264518,3578776,Matched,Block,,S LANE ST BETWEEN 13TH AVE S AND CORWIN PL S, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-02 00:00:00+00,1/2/2018 9:25:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,20.0,One car leaving parked position,0,0,False,0
-122.29890750392,47.6034770755427,196761,263739,264519,3606371,Matched,Block,,26TH AVE BETWEEN E FIR ST AND E ALDER ST, ,,1,Property Damage Only Collision,Parked Car,4,0,0,4,0,0,2018-01-02 00:00:00+00,1/2/2018 9:38:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Overcast,Dry,Daylight,,,,32.0,One parked--one moving,0,0,True,0
-122.344834272864,47.7135479791056,196774,264524,265304,E755846,Matched,Block,,AURORA AVE N BETWEEN N 115TH ST AND N 117TH PL, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-06 00:00:00+00,1/6/2018 3:58:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dusk,,,,20.0,One car leaving parked position,0,0,False,0
-122.344896078772,47.7171731009263,196776,264523,265303,E755724,Matched,Block,,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,2018-01-05 00:00:00+00,1/5/2018 8:16:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Dark - Street Lights On,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,False,0
-122.355322768468,47.6796064883689,196777,265223,266003,E758370,Matched,Intersection,24336.0,GREENWOOD AVE N AND N 70TH ST, ,,2,Injury Collision,Angles,3,0,0,2,1,0,2018-01-10 00:00:00+00,1/10/2018 6:17:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.333923541604,47.6046777760155,196778,264522,265302,E756244,Matched,Block,,MARION ST BETWEEN 2ND AVE AND 3RD AVE, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-05 00:00:00+00,1/5/2018 2:27:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,20.0,One car leaving parked position,0,0,False,0
-122.345027025033,47.7277672484865,196779,264521,265301,E755693,Matched,Block,,AURORA AVE N BETWEEN N 135TH ST AND N 137TH ST, ,,1,Property Damage Only Collision,Left Turn,3,0,0,2,0,0,2018-01-06 00:00:00+00,1/6/2018 1:48:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.360831287824,47.6549380929604,196780,265237,266008,E758373,Matched,Intersection,26662.0,3RD AVE NW AND LEARY WAY NW, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-01-12 00:00:00+00,1/12/2018 5:20:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Raining,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.337540010438,47.6077944495821,196782,264520,265300,E756242,Matched,Block,,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,2018-01-05 00:00:00+00,1/5/2018 1:55:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,False,0
-122.261582317595,47.5202643958963,196783,265221,266001,E758330,Matched,Intersection,35452.0,57TH AVE S AND RAINIER AVE S, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-01-08 00:00:00+00,1/8/2018 6:32:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.314953288785,47.5238920852954,196784,264519,265299,E755677,Matched,Intersection,35119.0,14TH AVE S AND S CONCORD ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-05 00:00:00+00,1/5/2018 5:14:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,20.0,One car leaving parked position,0,0,False,0
-122.314829497857,47.535260524508,195183,268538,269318,3818726,Matched,Intersection,34211.0,14TH AVE S AND EAST MARGINAL WAY S, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,2018-01-30 00:00:00+00,1/30/2018 8:06:00 PM,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,True,False,,Unknown,Dark - Street Lights On,,,,50.0,Fixed object,0,0,False,0
-122.275072659149,47.54533112851,196786,264518,265298,E755626,Matched,Intersection,34395.0,RAINIER AVE S AND S EDDY ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,2018-01-02 00:00:00+00,1/2/2018 6:39:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,False,0
-122.304118043114,47.6757764050564,196787,265226,266006,E758372,Matched,Block,,NE 65TH ST BETWEEN 22ND AVE NE AND RAVENNA AVE NE, ,,2,Injury Collision,Rear Ended,8,0,0,2,2,0,2018-01-10 00:00:00+00,1/10/2018 4:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Raining,Wet,Dusk,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.360705824215,47.6978518441681,196792,265238,266009,E758374,Matched,Intersection,37145.0,3RD AVE NW AND NW 95TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-01-13 00:00:00+00,1/13/2018 11:34:00 AM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Overcast,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.281736639684,47.5379643881396,196795,265222,266002,E758367,Matched,Block,,M L KING JR WR WAY S BETWEEN S MYRTLE ST AND S OTHELLO ST, ,,1,Property Damage Only Collision,Rear Ended,5,0,0,3,0,0,2018-01-14 00:00:00+00,1/14/2018 1:34:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Clear or Partly Cloudy,Dry,Daylight,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,False,0
-122.344837273114,47.6182498336407,196799,265227,266007,3753781,Matched,Block,,6TH AVE BETWEEN WALL ST AND DENNY WAY, ,,1,Property Damage Only Collision,Right Turn,3,0,0,2,0,0,2018-01-09 00:00:00+00,1/9/2018 6:36:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,False,Raining,Wet,Dark - Street Lights On,,,,16.0,From same direction - one right turn - one straight,0,0,False,0
-122.347321639592,47.6639386825251,196802,265220,266000,E758316,Matched,Block,,AURORA AVE N BETWEEN N 48TH ST AND N 49TH ST, ,,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,2018-01-14 00:00:00+00,1/14/2018 5:40:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,False,0
-122.296226146082,47.6108127850749,196803,264525,265305,3702217,Matched,Block,,M L KING JR WAY BETWEEN E MARION ST AND E SPRING ST, ,,2,Injury Collision,Rear Ended,3,0,0,2,1,0,2018-01-09 00:00:00+00,1/9/2018 7:57:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Raining,Wet,Dawn,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.290272456046,47.595768862112,196805,266498,267278,3702167,Matched,Intersection,35528.0,33RD AVE S AND S DEARBORN ST, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-01-19 00:00:00+00,1/19/2018 7:50:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Raining,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.275847890197,47.6950792925916,196806,265625,266425,3754128,Matched,Block,,SAND POINT WAY NE BETWEEN MATTHEWS PL NE AND NE 93RD ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,2018-01-12 00:00:00+00,1/12/2018 5:39:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Raining,Wet,Dark - Street Lights On,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.307936698455,47.5469809772069,196807,267698,268478,3818653,Matched,Intersection,33396.0,SWIFT AVE S AND S GRAHAM ST, ,,2,Injury Collision,Angles,4,0,0,3,1,0,2018-01-23 00:00:00+00,1/23/2018 7:13:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,True,10.0,Entering at angle,0,0,False,0
-122.344488726189,47.6375877112052,196808,267002,267782,3753794,Matched,Block,,AURORA AVE N BETWEEN HOWE ST AND LYNN ST, ,,1,Property Damage Only Collision,Other,3,0,0,3,0,0,2018-01-23 00:00:00+00,1/23/2018 5:25:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,23.0,From same direction - all others,0,0,False,0
-122.320246589685,47.6863962821637,196809,266477,267257,E760107,Matched,Block,,8TH AVE NE BETWEEN NE 79TH ST AND NE 80TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-18 00:00:00+00,1/18/2018 2:00:00 PM,Mid-Block (not related to intersection),12,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, RIGHT SIDE AT ANGLE",,False,Unknown,Unknown,Daylight,,,,32.0,One parked--one moving,0,0,True,0
-122.34672087274,47.6123251008983,196810,267702,268482,3703911,Matched,Block,,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-25 00:00:00+00,1/25/2018 1:04:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Dry,Dark - Street Lights On,,,,32.0,One parked--one moving,0,0,True,0
-122.287545872847,47.5617588516455,196812,265639,266439,3756400,Matched,Block,,RAINIER AVE S BETWEEN S OREGON ST AND S ALASKA ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,2018-01-13 00:00:00+00,1/13/2018 2:11:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Clear or Partly Cloudy,Wet,Dark - Street Lights On,,,,50.0,Fixed object,0,0,False,0
-122.320754791291,47.6080734673788,196813,267008,267788,3702331,Matched,Intersection,29797.0,BROADWAY AND CHERRY ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-01-23 00:00:00+00,1/23/2018 6:16:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Raining,Wet,Dark - Street Lights Off,True,,,2.0,Vehicle turning left hits pedestrian,0,0,False,0
-122.311937418736,47.6648928109888,196954,265241,266012,E758376,Matched,Intersection,26052.0,15TH AVE NE AND NE 50TH ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-01-13 00:00:00+00,1/13/2018 10:57:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.343149213009,47.685497705627,196814,267005,267785,3754156,Matched,Block,,N 78TH ST BETWEEN AURORA AVE N AND STONE AVE N, ,,2b,Serious Injury Collision,Parked Car,3,0,0,2,2,0,2018-01-23 00:00:00+00,1/23/2018,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,True,32.0,One parked--one moving,0,0,True,1
-122.376320503518,47.6632979014884,196815,265623,266423,3754126,Matched,Block,,15TH SB AVE NW BETWEEN NW BALLARD WAY AND NW LEARY WAY, ,,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,2018-01-12 00:00:00+00,1/12/2018 8:57:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,29.0,From opposite direction - one left turn - one right turn,0,0,False,0
-122.311597021812,47.5786262979145,196817,267699,268479,3818654,Matched,Intersection,31623.0,BEACON AVE S AND S MCCLELLAN ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-01-24 00:00:00+00,1/24/2018 6:49:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.285754224675,47.6694127859208,196819,265637,266437,3754153,Matched,Block,,39TH AVE NE BETWEEN NE 55TH ST AND NE 57TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-14 00:00:00+00,1/14/2018 4:03:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,32.0,One parked--one moving,0,0,True,0
-122.360099362135,47.5228613434487,196821,266497,267277,3672225,Matched,Intersection,34871.0,DELRIDGE WAY SW AND SW HENDERSON ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-01-19 00:00:00+00,1/19/2018 1:28:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.3936225678,47.5566077875501,196823,265622,266422,3754104,Matched,Block,,48TH AVE SW BETWEEN SW HUDSON ST AND SW DAWSON ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-16 00:00:00+00,1/16/2018 5:00:00 PM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,False,Unknown,Unknown,Unknown,,,,32.0,One parked--one moving,0,0,True,0
-122.34238173082,47.6208883946044,196824,266399,267199,E760034,Matched,Intersection,28788.0,DEXTER AVE N AND THOMAS ST, ,,2,Injury Collision,Pedestrian,2,0,1,1,1,0,2018-01-18 00:00:00+00,1/18/2018 8:25:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Dry,Daylight,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,False,0
-122.325981562457,47.5727081876793,196825,267009,267789,3708518,Matched,Block,,6TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST, ,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,2018-01-23 00:00:00+00,1/23/2018 5:27:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,23.0,From same direction - all others,0,0,False,0
-122.343867802937,47.638575017421,196826,266517,267297,E759452,Matched,Block,,DEXTER AVE N BETWEEN DEXTER WAY N AND MCGRAW ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-12 00:00:00+00,1/12/2018 12:46:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,19.0,One car entering parked position,0,0,False,0
-122.317418442999,47.6125827426989,196827,267006,267786,3702330,Matched,Block,,E MADISON ST BETWEEN 11TH AVE AND 12TH AVE, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,2018-01-23 00:00:00+00,1/23/2018 3:52:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Raining,Wet,Dusk,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.329907381038,47.6078355370001,196828,266457,267237,E759451,Matched,Block,,7TH AVE BETWEEN MADISON ST AND SPRING ST, ,,2,Injury Collision,Left Turn,5,0,0,2,1,0,2018-01-10 00:00:00+00,1/10/2018 11:17:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,29.0,From opposite direction - one left turn - one right turn,0,0,False,0
-122.302610054971,47.6167979896689,196829,267701,268481,3702334,Matched,Block,,23RD AVE BETWEEN E OLIVE S ST AND E OLIVE N ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,2018-01-24 00:00:00+00,1/24/2018 6:00:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Raining,Wet,Dark - Street Lights On,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.375721945422,47.6823313446103,196830,265621,266421,3754103,Matched,Block,,MARY AVE NW BETWEEN NW 73RD ST AND NW 75TH W ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-11 00:00:00+00,1/11/2018 7:00:00 AM,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,False,Unknown,Unknown,Unknown,,,,32.0,One parked--one moving,0,0,True,0
-122.376804391726,47.6915179341363,196831,265638,266438,3754177,Matched,Block,,15TH AVE NW BETWEEN NW 85TH ST AND NW 87TH ST, ,,2,Injury Collision,Left Turn,2,0,0,2,1,0,2018-01-16 00:00:00+00,1/16/2018 5:09:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.32452065501,47.6649811627205,196832,267007,267787,3754255,Matched,Block,,NE 50TH ST BETWEEN LATONA E AVE NE AND 4TH AVE NE, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,2018-01-23 00:00:00+00,1/23/2018 6:41:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Dark - Street Lights On,,,,11.0,From same direction - both going straight - both moving - sideswipe,0,0,False,0
-122.322353906793,47.626844672949,196833,267004,267784,3702329,Matched,Intersection,28979.0,HARVARD AVE E AND E ALOHA ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-01-23 00:00:00+00,1/23/2018 6:30:00 AM,At Intersection (but not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,,Unknown,Dark - No Street Lights,,,,32.0,One parked--one moving,0,0,True,0
-122.32032753141,47.6963048304561,196857,267707,268487,3754327,Matched,Block,,8TH AVE NE BETWEEN NE 92ND ST AND NE 94TH ST, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,2018-01-25 00:00:00+00,1/25/2018 6:17:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Clear or Partly Cloudy,Wet,Daylight,,,,50.0,Fixed object,0,0,False,0
-122.31273633163,47.7330374087728,196858,267706,268486,3754257,Matched,Block,,15TH AVE NE BETWEEN NE 143RD ST AND NE 145TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-01-24 00:00:00+00,1/24/2018 5:51:00 PM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.318037785459,47.6831177630566,196861,267705,268485,3754230,Matched,Block,,NE 75TH ST BETWEEN 9TH AVE NE AND ROOSEVELT WAY NE, ,,2,Injury Collision,Rear Ended,3,0,0,2,1,0,2018-01-24 00:00:00+00,1/24/2018 9:19:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Overcast,Wet,Dark - Street Lights On,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.344560648336,47.6938220345019,196904,264527,265307,3705677,Matched,Block,,AURORA AVE N BETWEEN N 89TH ST AND N 90TH ST, ,,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,2018-01-07 00:00:00+00,1/7/2018 11:54:00 AM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Overcast,Wet,Daylight,,,,13.0,From same direction - both going straight - both moving - rear-end,0,0,False,0
-122.38558752143,47.5219902122513,196909,263765,264545,3731971,Matched,Block,,SW BARTON ST BETWEEN SW HENDERSON ST AND 41ST AVE SW, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-01-02 00:00:00+00,1/2/2018 5:29:00 PM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Overcast,Dry,Dark - Street Lights On,,,,50.0,Fixed object,0,0,False,0
