longitude,latitude,objectid,inckey,coldetkey,reportno,status,addrtype,intkey,location,exceptrsncode,exceptrsndesc,severitycode,severitydesc,collisiontype,personcount,pedcount,pedcylcount,vehcount,injuries,fatalities,incdate,incdttm,junctiontype,sdot_colcode,sdot_coldesc,inattentionind,underinfl,weather,roadcond,lightcond,pedrownotgrnt,sdotcolnum,speeding,st_colcode,st_coldesc,seglanekey,crosswalkkey,hitparkedcar,seriousinjuries
-122.329077497112,47.5714208655885,2148,309472,310752,3578703,Matched,Intersection,32342.0,4TH AVE S AND S SPOKANE SR ST, ,,2,Injury Collision,Angles,4,0,0,4,1,0,2019-01-03 00:00:00+00,1/3/2019 9:22:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.31191620917,47.6664282840811,1144,312789,314229,E879366,Matched,Intersection,26051.0,15TH AVE NE AND NE 52ND ST, ,,1,Property Damage Only Collision,Angles,6,0,0,2,0,0,2018-11-17 00:00:00+00,11/17/2018 9:56:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.303812281857,47.6742736227761,1264,313665,315125,3810230,Matched,Block,,RAVENNA AVE NE BETWEEN NE 62ND N ST AND NE 63RD ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-12-28 00:00:00+00,12/28/2018 12:30:00 AM,,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,False,,Wet,Dark - Street Lights Off,,,,32.0,One parked--one moving,0,0,True,0
-122.350139982333,47.6297506148852,1631,312629,314069,E865102,Matched,Intersection,28845.0,HIGHLAND DR AND NOB HILL AVE N, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-11-26 00:00:00+00,11/26/2018 2:18:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.33382164614,47.5452853480129,1734,312732,314172,E873533,Matched,Block,,1ST AV S BR NB BETWEEN EAST MARGINAL WAY S AND 1ST AV S NB OFF RP, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-12-11 00:00:00+00,12/11/2018 1:28:00 PM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,False,Raining,Wet,Daylight,,,True,50.0,Fixed object,0,0,False,0
-122.354677578772,47.6776682609726,195636,265357,266157,3705689,Matched,Intersection,24351.0,PHINNEY AVE N AND N 67TH S ST, ,,2,Injury Collision,,2,0,1,1,1,0,2018-01-09 00:00:00+00,1/9/2018 10:13:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,False,Raining,Wet,Daylight,,,,,,4288,0,False,0
-122.322173977653,47.5452250391799,195145,269017,269817,E763666,Matched,Block,,CORSON AVE S BETWEEN S EDDY ST AND S WARSAW ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-01-24 00:00:00+00,1/24/2018 10:57:00 AM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.343493771711,47.6139361067601,195477,264223,265003,3753777,Matched,Intersection,29547.0,3RD AVE AND BLANCHARD ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-01-07 00:00:00+00,1/7/2018 3:32:00 PM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Raining,Wet,Daylight,True,,,2.0,Vehicle turning left hits pedestrian,0,521585,False,0
-122.302385900931,47.5829434796673,195936,265404,266204,3818399,Matched,Intersection,31580.0,24TH AVE S AND S COLLEGE ST, ,,2,Injury Collision,Pedestrian,2,0,1,1,1,0,2018-01-10 00:00:00+00,1/10/2018 7:16:00 AM,At Intersection (intersection related),51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,True,False,Overcast,Dry,Dawn,,,,5.0,Vehicle Strikes Pedalcyclist,0,0,False,0
-122.323641157932,47.6060183966882,197826,272566,273406,E772291,Matched,Intersection,29815.0,JAMES ST AND TERRY AVE, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-02-23 00:00:00+00,2/23/2018 12:56:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.346023663366,47.7036067606408,199236,276907,277767,3642186,Matched,Block,,N 103RD ST BETWEEN LINDEN AVE N AND AURORA N AVE N, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,2018-03-01 00:00:00+00,3/1/2018 6:35:00 AM,Driveway Junction,28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Overcast,Dry,,,,,50.0,Fixed object,0,0,False,0
-122.334762317446,47.5254167310125,199308,285765,286625,E784267,Matched,Block,,1ST AVE S BETWEEN S CLOVERDALE W ST AND 1ST AVS OFF S RP, ,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,2018-03-24 00:00:00+00,3/24/2018 7:46:00 PM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,True,Overcast,Dry,Dark - Street Lights On,,,,50.0,Fixed object,0,0,False,0
-122.336011274308,47.6257854558198,199512,286502,287362,3812111,Matched,Block,,VALLEY ST BETWEEN LAKE UNION PARK ACCESS RD AND BOREN AVE N, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-04-26 00:00:00+00,4/26/2018 12:00:00 PM,Mid-Block (not related to intersection),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",,False,Unknown,Dry,Unknown,,,,32.0,One parked--one moving,0,0,True,0
-122.327033609858,47.6080508673475,199576,284580,285460,3702627,Matched,Block,,9TH AVE BETWEEN MARION ST AND MADISON ST, ,,2,Injury Collision,Cycles,2,0,1,1,1,0,2018-04-27 00:00:00+00,4/27/2018 2:59:00 PM,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Dry,Daylight,,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,False,0
-122.327645500063,47.6305966676871,198180,270579,271399,3753394,Matched,Intersection,29084.0,EASTLAKE AVE E AND E NELSON PL, ,,,Unknown,,2,0,1,1,0,0,2018-02-14 00:00:00+00,2/14/2018 7:50:00 AM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,,,0,0,False,0
-122.385384114477,47.6831910354771,198211,269898,270698,E767448,Matched,Intersection,23903.0,23RD AVE NW AND NW 75TH ST, ,,2,Injury Collision,Angles,5,0,0,3,2,0,2018-02-06 00:00:00+00,2/6/2018 6:17:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,True,Overcast,Wet,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.30061023064,47.6671211675384,198294,273557,274397,3738688,Matched,Block,,25TH AVE NE BETWEEN NE BLAKELEY ST AND NE 54TH ST, ,,2,Injury Collision,Parked Car,3,0,0,3,1,0,2018-02-03 00:00:00+00,2/3/2018 10:54:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Wet,Daylight,,,,20.0,One car leaving parked position,0,0,False,0
-122.344896078772,47.7171731009263,198401,277218,278118,3754403,Matched,Block,,AURORA AVE N BETWEEN N 117TH PL AND N 125TH ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,2018-03-14 00:00:00+00,3/14/2018 11:18:00 PM,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Overcast,Dry,Dark - Street Lights On,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.347963766243,47.6165788424696,198581,286818,287698,E795978,Matched,Intersection,29675.0,3RD AVE AND VINE ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-05-03 00:00:00+00,5/3/2018 7:29:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Clear or Partly Cloudy,Dry,Daylight,True,,,2.0,Vehicle turning left hits pedestrian,0,0,False,0
-122.339052151338,47.5191743781422,198932,277250,278150,3780787,Matched,Block,,OLSON PL SW BETWEEN 3RD AVE SW AND SW CAMBRIDGE PL, ,,2b,Serious Injury Collision,Head On,3,0,0,2,1,0,2018-03-04 00:00:00+00,3/4/2018 3:27:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Daylight,,,,30.0,From opposite direction - all others,0,0,False,1
-122.341761861906,47.6642912732225,200358,280507,281387,3762865,Matched,Intersection,25542.0,GREEN LAKE WAY N AND N 49TH ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-04-03 00:00:00+00,4/3/2018 1:05:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Overcast,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.279742162737,47.5194229658965,200399,283291,284151,E789617,Matched,Block,,M L KING JR ER WAY S BETWEEN S DIRECTOR ST AND MERTON WAY S, ,,2b,Serious Injury Collision,Other,2,0,0,1,2,0,2018-04-12 00:00:00+00,4/12/2018 11:46:00 AM,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Raining,Wet,Daylight,,,True,50.0,Fixed object,0,0,False,2
-122.298341527913,47.6610877879068,200872,299386,300566,E819883,Matched,Intersection,27291.0,MONTLAKE BLVD NE AND NE 45TH ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-07-19 00:00:00+00,7/19/2018 10:26:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Clear or Partly Cloudy,Dry,Daylight,,,,0.0,Vehicle going straight hits pedestrian,0,0,False,0
-122.377448694324,47.564679777757,203405,302641,303881,E840265,Matched,Intersection,31901.0,36TH AVE SW AND SW GENESEE ST, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-09-18 00:00:00+00,9/18/2018 2:01:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.291296970241,47.6019478623319,203891,300350,301550,E824759,Matched,Block,,32ND AVE BETWEEN E YESLER WAY AND LAKE DELL AVE, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-08-04 00:00:00+00,8/4/2018 3:23:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,32.0,One parked--one moving,0,0,False,0
-122.352792160509,47.624572740978,202113,292618,293614,E807041,Matched,Intersection,28917.0,2ND AVE N AND MERCER ST, ,,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,2018-06-11 00:00:00+00,6/11/2018 2:28:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.31736315135,47.6749793711557,202156,290612,291492,3762364,Matched,Intersection,25698.0,ROOSEVELT WAY NE AND NE 64TH ST, ,,2,Injury Collision,Other,3,0,0,2,1,0,2018-06-05 00:00:00+00,6/5/2018 1:50:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,23.0,From same direction - all others,0,0,False,0
-122.312298992936,47.5534379273932,202443,292666,293646,E807255,Matched,Intersection,33361.0,16TH AVE S AND S LUCILE ST, ,,2,Injury Collision,Angles,3,0,0,2,2,0,2018-06-08 00:00:00+00,6/8/2018 3:49:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.356420028891,47.5264943824714,202667,292139,293079,3745901,Matched,Intersection,34853.0,17TH AVE SW AND SW CLOVERDALE ST, ,,2,Injury Collision,Pedestrian,2,1,0,1,1,0,2018-06-09 00:00:00+00,6/9/2018 9:00:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Unknown,Unknown,Daylight,True,,,0.0,Vehicle going straight hits pedestrian,0,0,False,0
-122.285009655201,47.6794142994853,202849,301735,302955,3751605,Matched,Intersection,24955.0,40TH AVE NE AND NE 70TH ST, ,,2,Injury Collision,Angles,2,0,0,2,2,0,2018-09-05 00:00:00+00,9/5/2018 7:54:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.302593646394,47.588374652362,201447,291028,291908,E801022,Matched,Intersection,31514.0,23RD AVE S AND S MASSACHUSETTS ST, ,,2,Injury Collision,Rear Ended,2,0,0,2,1,0,2018-01-10 00:00:00+00,1/10/2018 8:00:00 PM,At Intersection (but not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,True,Raining,Wet,Dark - Street Lights On,,,,14.0,From same direction - both going straight - one stopped - rear-end,0,0,False,0
-122.331306048169,47.5448814245195,201911,297237,298377,E816714,Matched,Intersection,34222.0,EAST MARGINAL WAY S AND S MICHIGAN ST, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-06-27 00:00:00+00,6/27/2018 6:37:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.31095437343,47.5930750256598,204272,299674,300874,E814594,Matched,Intersection,30797.0,POPLAR PL S AND S NORMAN ST, ,,2,Injury Collision,Pedestrian,3,1,0,1,1,0,2018-05-31 00:00:00+00,5/31/2018 5:28:00 AM,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,False,Clear or Partly Cloudy,Dry,Daylight,,,,4.0,Vehicle hits Pedestrian - All Other Actions,0,0,False,0
-122.343471024652,47.7123157743612,204640,302438,303678,3751462,Matched,Block,,N 115TH ST BETWEEN AURORA AVE N AND STONE AVE N, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-08-29 00:00:00+00,8/29/2018 12:05:00 AM,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.380091880519,47.5628725699847,207133,307771,309051,E863066,Matched,Intersection,31909.0,38TH AVE SW AND SW OREGON ST, ,,2,Injury Collision,Angles,3,0,0,2,1,0,2018-09-29 00:00:00+00,9/29/2018 6:22:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.344343383185,47.6115040014057,207153,304797,306077,E845880,Matched,Block,,LENORA ST BETWEEN WESTERN AVE AND 1ST AVE, ,,2,Injury Collision,Head On,3,0,0,2,2,0,2018-09-08 00:00:00+00,9/8/2018 11:13:00 PM,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,True,30.0,From opposite direction - all others,0,0,False,0
-122.345005818146,47.6185605458435,205012,306054,307334,3811745,Matched,Intersection,29575.0,6TH AVE AND DENNY WAY, ,,2,Injury Collision,Left Turn,3,0,0,2,1,0,2018-10-23 00:00:00+00,10/23/2018 7:16:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights On,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.313359633249,47.5866976211222,205122,307862,309142,3814983,Matched,Block,,15TH AVE S BETWEEN S GRAND ST AND S HOLGATE ST, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-11-29 00:00:00+00,11/29/2018 3:56:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Dry,Dusk,,,,10.0,Entering at angle,0,0,False,0
-122.343980735808,47.6226061498006,205148,307840,309120,3811589,Matched,Block,,AURORA AVE N BETWEEN HARRISON ST AND REPUBLICAN ST, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-11-28 00:00:00+00,11/28/2018 10:19:00 PM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,False,Raining,Wet,Dark - Street Lights On,,,True,50.0,Fixed object,0,0,False,0
-122.317207768651,47.549556099833,205345,307990,309270,E869789,Matched,Intersection,33119.0,AIRPORT WAY S AND S NEBRASKA ST, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-12-03 00:00:00+00,12/3/2018 9:41:00 AM,At Intersection (intersection related),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,False,Clear or Partly Cloudy,Dry,Daylight,,,,50.0,Fixed object,0,0,False,0
-122.323397985476,47.5414208028674,205297,307957,309237,E867955,Matched,Intersection,34183.0,CORSON AVE S AND S WILLOW ST, ,,1,Property Damage Only Collision,Other,3,0,0,1,0,0,2018-11-27 00:00:00+00,11/27/2018 3:00:00 PM,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,False,Raining,Wet,Daylight,,,True,50.0,Fixed object,0,0,False,0
-122.311093136333,47.5523377602769,205969,305332,306612,E847212,Matched,Block,,17TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST, ,,2,Injury Collision,Parked Car,4,0,0,2,1,0,2018-09-16 00:00:00+00,9/16/2018 12:05:00 AM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Dark - Street Lights Off,,,,32.0,One parked--one moving,0,0,False,0
-122.344503229914,47.6869422050368,206826,306587,307867,E844738,Matched,Intersection,24286.0,AURORA AVE N AND N 80TH ST, ,,2,Injury Collision,Right Turn,3,0,0,2,2,0,2018-09-15 00:00:00+00,9/15/2018 7:00:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Raining,Wet,Daylight,,,True,16.0,From same direction - one right turn - one straight,0,0,False,0
-122.308676777243,47.7320831972469,79,308185,309465,E871446,Matched,Intersection,36079.0,19TH AVE NE AND NE 143RD ST, ,,2,Injury Collision,Angles,3,0,0,2,2,0,2018-12-02 00:00:00+00,12/2/2018 10:48:00 AM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.350355314696,47.6185819193314,195077,265878,266678,E759040,Matched,Intersection,29657.0,BROAD ST AND DENNY WAY, ,,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,2018-01-07 00:00:00+00,1/7/2018 12:32:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Clear or Partly Cloudy,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.348305018498,47.6760602537516,195098,264738,265518,E756995,Matched,Intersection,24369.0,LINDEN AVE N AND N 65TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-01-10 00:00:00+00,1/10/2018 12:23:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Overcast,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.318122378224,47.6129312525649,196675,265619,266419,E758699,Matched,Intersection,29760.0,11TH AVE AND E UNION ST, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-01-11 00:00:00+00,1/11/2018 3:04:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.290531177847,47.6974587974556,197263,267748,268528,E762761,Matched,Intersection,37899.0,35TH AVE NE AND NE 95TH ST, ,,1,Property Damage Only Collision,Angles,3,0,0,3,0,0,2018-01-24 00:00:00+00,1/24/2018 12:40:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Raining,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.31050123645,47.5578864819904,197369,273160,274000,E772995,Matched,Intersection,33319.0,17TH AVE S AND S SHELTON ST, ,,2,Injury Collision,Angles,3,0,0,2,2,0,2018-02-20 00:00:00+00,2/20/2018 3:53:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.376773885495,47.6813816428668,197490,276398,277238,E775264,Matched,Intersection,23909.0,15TH AVE NW AND NW 73RD ST, ,,2,Injury Collision,Left Turn,4,0,0,2,2,0,2018-03-02 00:00:00+00,3/2/2018 4:22:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,28.0,From opposite direction - one left turn - one straight,0,0,False,0
-122.334215176989,47.554166183263,197675,274937,275777,E774902,Matched,Intersection,33029.0,1ST AVE S AND S BRANDON ST, ,,1,Property Damage Only Collision,,2,0,1,1,0,0,2018-02-08 00:00:00+00,2/8/2018 6:40:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,False,Raining,Wet,Dark - No Street Lights,,,,,,0,0,False,0
-122.351645934802,47.6175835773484,199294,285573,286433,3590634,Matched,Intersection,29666.0,2ND AVE AND BROAD ST, ,,2,Injury Collision,Angles,5,0,0,5,2,0,2018-05-02 00:00:00+00,5/2/2018 3:31:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,True,Clear or Partly Cloudy,Dry,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.339357006875,47.6097805702105,199511,286503,287363,3753483,Matched,Block,,2ND AVE BETWEEN PIKE ST AND PINE ST, ,,2,Injury Collision,Pedestrian,2,0,1,1,1,0,2018-05-08 00:00:00+00,5/8/2018 5:35:00 PM,Driveway Junction,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,True,False,Overcast,Dry,Daylight,True,,,5.0,Vehicle Strikes Pedalcyclist,12179,0,False,0
-122.337085272651,47.5374015788905,199984,284739,285619,3745442,Matched,Intersection,34104.0,2ND AVE SW AND WEST MARGINAL WAY SW, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-03-28 00:00:00+00,3/28/2018 7:03:00 PM,At Intersection (intersection related),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,True,Overcast,Dry,Dusk,,,,50.0,Fixed object,0,0,False,0
-122.307383778191,47.6185055339389,198232,269596,270396,E766440,Matched,Intersection,29388.0,19TH AVE AND E DENNY WAY, ,,2,Injury Collision,Angles,2,0,0,2,1,0,2018-02-04 00:00:00+00,2/4/2018 3:05:00 PM,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,False,Clear or Partly Cloudy,Wet,Daylight,,,,10.0,Entering at angle,0,0,False,0
-122.316919084411,47.6193512100602,198644,288046,288906,E798516,Matched,Block,,12TH AVE E BETWEEN E DENNY WAY AND E JOHN ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-05-15 00:00:00+00,5/15/2018 12:21:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,,,,32.0,One parked--one moving,0,0,False,0
-122.314995363757,47.5974956279903,198774,285288,286148,E792598,Matched,Block,,S WELLER ST BETWEEN 12TH AVE S AND RAINIER AVE S, ,,1,Property Damage Only Collision,Other,2,0,0,2,0,0,2018-04-27 00:00:00+00,4/27/2018 1:25:00 PM,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",True,False,Clear or Partly Cloudy,Dry,Daylight,,,,23.0,From same direction - all others,0,0,False,0
-122.363123226519,47.5619917639869,198992,284365,285245,3745457,Matched,Block,,DELRIDGE WAY SW BETWEEN SW OREGON ST AND SW ALASKA ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,2018-02-23 00:00:00+00,2/23/2018 9:30:00 PM,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",True,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,32.0,One parked--one moving,0,0,True,0
-122.368731327407,47.6745397244363,200184,278222,279122,3705813,Matched,Intersection,25378.0,9TH AVE NW AND NW 63RD ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,2018-03-24 00:00:00+00,3/24/2018 7:29:00 PM,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Dark - Street Lights On,,,,10.0,Entering at angle,0,0,False,0
-122.376212113495,47.6712645206293,200224,281977,282837,E786297,Matched,Block,,15TH AVE NW BETWEEN NW 58TH ST AND NW 59TH ST, ,,2,Injury Collision,Other,1,0,0,1,1,0,2018-04-07 00:00:00+00,4/7/2018 8:09:00 PM,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,False,Raining,Wet,Dark - Street Lights On,,,,50.0,Fixed object,0,0,False,0
-122.324472636315,47.6152250048161,200566,289104,289964,E801056,Matched,Intersection,29859.0,BELMONT AVE AND E PINE ST, ,,2,Injury Collision,Cycles,5,0,1,1,1,0,2018-05-11 00:00:00+00,5/11/2018 6:54:00 PM,At Intersection (intersection related),18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,False,Clear or Partly Cloudy,Dry,Daylight,True,,,6.0,Pedalcyclist Strikes Moving Vehicle,0,0,False,0
